bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,lotAreaUnit,lotAreaValue,newConstructionType,listing_sub_type.is_newHome,datePriceChanged,priceChange,priceReduction,videoCount,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,group_type,priceSuffix,providerListingID
2.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6b16b7c34a8d663fbf05c32a0403ba9f-p_e.jpg,False,True,False,False,False,False,False,29.95985,1471.0,-95.45614,220000.0,220000.0,1650.0,False,TX,2462 Kenbridge Dr,211072.0,47293000,,220200.0,77067,28444723,True,sqft,5501.628,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0ca25c06504891d9772437a652dfb30b-p_e.jpg,False,True,False,False,False,False,False,29.606007,1688.0,-95.36752,290000.0,290000.0,1900.0,False,TX,14006 Brunswick Place Dr,286083.0,47650000,,291300.0,77047,124873884,True,sqft,5013.756,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,TOWNHOUSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.696657180786133,-95.60558319091797&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yk8IYASfEMkd0EbVSNatgImlKpY=",False,True,False,False,False,False,False,29.696657,1550.0,-95.60558,219800.0,219800.0,1293.0,False,TX,12803 Carvel Ln,195493.0,48721000,,218300.0,77072,28203022,True,sqft,2318.0,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1003fb65965e19598152d84b4880a283-p_e.jpg,False,True,False,False,False,False,False,29.846851,1525.0,-95.44742,340000.0,340000.0,2400.0,False,TX,2504 W Tidwell Rd #B,341399.0,48842000,# B,339500.0,77091,338058708,True,sqft,1995.048,,,,,,,,,,,,
0.0,,Houston,USA,USD,0,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/e5a3cce4146f5a19946958ac640a8f07-p_e.jpg,False,True,False,False,False,False,False,29.623407,,-95.36264,109000.0,109000.0,,False,TX,12827 Leitrim Way,,50159000,,,77047,351467783,True,sqft,8163.144,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/da06b120d15662c8b580a518d3fbcd2a-p_e.jpg,False,True,False,False,False,False,False,30.02705,1553.0,-95.39872,262810.0,262810.0,,False,TX,21326 Northern Light Dr,,50398000,,262400.0,77073,348977005,,,,BUILDER_SPEC,True,,,,,,,,,,
1.0,1.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/cadc4ec0731d83281c146ed2fac38aeb-p_e.jpg,False,True,False,False,False,False,False,29.700352,702.0,-95.56567,100000.0,100000.0,1194.0,False,TX,10555 Turtlewood Ct UNIT 2614,86712.0,51108000,Unit 2614,98400.0,77072,28393519,True,acres,3.4947,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/21286226f93518af7c3822daa6d1f960-p_e.jpg,False,True,False,False,False,False,False,30.02705,1735.0,-95.39872,265350.0,265350.0,,False,TX,21227 Memorial Vista Dr,,51227000,,264600.0,77073,350423411,,,,BUILDER_SPEC,True,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ba34d62ffe0fda00cfe477bf3a1a27af-p_e.jpg,False,True,False,False,False,False,False,30.02705,1466.0,-95.39872,251530.0,251530.0,,False,TX,21218 Memorial Vista Dr,,51705000,,250900.0,77073,348977007,,,,BUILDER_SPEC,True,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.711742401123047,-95.59454345703125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KNhRmr_Y8yXl6kN8-0RpIlfO1pg=",False,True,False,False,False,False,False,29.711742,2000.0,-95.59454,455000.0,455000.0,2100.0,False,TX,4224 D St,459022.0,51825000,,453700.0,77072,27748134,True,acres,0.3306,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ae67d2eedea11f705cdbd056cbcdb5e8-p_e.jpg,False,True,False,False,False,False,False,30.02705,1373.0,-95.39872,244780.0,244780.0,,False,TX,21226 Memorial Vista Dr,,52063000,,244100.0,77073,348977024,,,,BUILDER_SPEC,True,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.68700408935547,-95.51737976074219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=nfrP2eilt6dcBxAejxovKFJQkbw=",False,True,False,False,False,False,False,29.687004,1677.0,-95.51738,329000.0,329000.0,1949.0,False,TX,8411 Braeburn Valley Dr,264333.0,52542000,,329200.0,77074,28063755,True,sqft,7801.596,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/5ae3d9ce75cf87821d459682bcdea8cc-p_e.jpg,False,True,False,False,False,False,False,29.684946,,-95.3593,115000.0,115000.0,1394.0,False,TX,4210 Dreyfus St,99501.0,54731000,,135900.0,77021,27779796,True,sqft,5074.74,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0281cc054a19b0df5f2060a2605469dd-p_e.jpg,False,True,False,False,False,False,False,29.831854,1585.0,-95.34804,299000.0,299000.0,2450.0,False,TX,2402 Mann St #B,,54734000,# B,297500.0,77093,340015680,,sqft,3144.0,BUILDER_SPEC,True,1717311600000.0,-990.0,$990 (Jun 2),,Sun. 1-4pm,True,"[{'open_house_end': 1717974000000, 'open_house_start': 1717963200000}]",,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a51b971deb5ab7c04ff3f9cf5955bc46-p_e.jpg,False,True,False,False,False,False,False,29.832829,1832.0,-95.40445,379990.0,379990.0,2594.0,False,TX,4705 Thornton Villas Ln,,55095000,,379600.0,77018,344947369,,sqft,1333.0,BUILDER_SPEC,True,1711350000000.0,-10000.0,"$10,000 (Mar 25)",,,,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0944025a06ad41f7da4642a288d44663-p_e.jpg,False,True,False,False,False,False,False,29.832733,1832.0,-95.40445,389990.0,389990.0,2594.0,False,TX,4703 Thornton Villas Ln,,55454000,,389600.0,77018,340069457,,sqft,1333.0,BUILDER_SPEC,True,1717311600000.0,-10000.0,"$10,000 (Jun 2)",,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dbae08b5a72313747aeaf1758f5c0c75-p_e.jpg,False,True,False,False,False,False,False,29.7918,1132.0,-95.372314,440000.0,440000.0,2350.0,False,TX,502 Dell Ct,457766.0,57238000,,450100.0,77009,126251351,True,sqft,4260.168,,,1714374000000.0,11000.0,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/8899c26a8e93741f2f4cc313022a75a5-p_e.jpg,False,True,False,False,False,False,False,29.727589,1415.0,-95.65162,239000.0,239000.0,1798.0,False,TX,14967 Atmore Place Dr,207475.0,58315000,,238100.0,77082,80520862,True,sqft,2604.0,,,1714892400000.0,-5000.0,"$5,000 (May 5)",,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ab8cb0813c42746ff9fdc73e8c36b244-p_e.jpg,False,True,False,False,False,False,False,29.993355,1635.0,-95.50804,269000.0,269000.0,1875.0,False,TX,14518 Sweet Cherry Dr,256474.0,58792000,,267900.0,77069,338059386,True,sqft,4369.068,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/77b723ad4163a8a00400a5b0c87cfc97-p_e.jpg,False,True,False,False,False,False,False,29.754023,2903.0,-95.45047,750000.0,750000.0,5035.0,False,TX,49 Briar Hollow Ln UNIT 2103,826881.0,60970000,Unit 2103,750000.0,77027,28424998,True,,,,,1716793200000.0,-50000.0,"$50,000 (May 27)",,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/dfa59d163efbeaccb150f95735c57934-p_e.jpg,False,True,False,False,False,False,False,29.792772,1204.0,-95.478516,195000.0,195000.0,1550.0,False,TX,1311 Antoine Dr APT 258,211973.0,61442000,Apt 258,196800.0,77055,28442026,True,acres,2.0268,,,1717311600000.0,-5000.0,"$5,000 (Jun 2)",,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/3ebd48ddb4e43aa16cba4871df574bf6-p_e.jpg,False,True,False,False,False,False,False,29.697668,1938.0,-95.37763,325000.0,325000.0,2288.0,False,TX,6935 Ardmore St,330853.0,63234000,,323900.0,77054,97671770,True,sqft,1483.0,,,,,,,,,,,,
1.0,1.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5266dc4c9e943b1937fdd3087a57c2b8-p_e.jpg,False,True,False,False,False,False,False,29.731544,590.0,-95.56668,96000.0,96000.0,1019.0,False,TX,10855 Meadowglen Ln APT 1101,77654.0,64435000,Apt 1101,95000.0,77042,28422127,True,acres,2.279,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/45d175ed10e3b7e280990582a4b1f838-p_e.jpg,False,True,False,False,False,False,False,29.864601,2065.0,-95.20363,259000.0,259000.0,1949.0,False,TX,12811 Windy Summer Ln,238885.0,65031000,,258400.0,77044,84038248,True,sqft,4630.428,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d103581d1bd602f6bcb3f0236f54e76d-p_e.jpg,False,True,False,False,False,False,False,29.829945,1645.0,-95.3968,339990.0,339990.0,1709.0,False,TX,227 Noras Ln,10950.0,66938000,,,77022,27878114,,sqft,1729.332,BUILDER_SPEC,True,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f3666fcf5eed5275db0a1e2c017051bb-p_e.jpg,False,True,False,False,False,False,False,29.654985,1854.0,-95.36979,269900.0,269900.0,2299.0,False,TX,3623 Rockingham St,294859.0,66938000,,268900.0,77051,97624857,True,sqft,7000.092,,,,,,,,,,,,
